YYYYMM,계정대분류,계정중분류,G/L 계정,G/L 계정 설명,코스트 센터,코스트센터명,전표 번호,전기일,증빙일,텍스트,거래처명,공급업체,금액_정제,차변/대변지시자
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011068,2025-10-01,2025-10-01,AWS Cloud 비용 FNF통합 25.09,,,49841662.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03200,공통_PI팀,1900000357,2025-10-31,2025-10-31,25.10월_PLM 솔루션 연간 라이센스 비용,,,41637158.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,1900000360,2025-10-31,2025-10-31,25.10월_M365 라이선스,,,33678290.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011007,2025-10-15,2025-10-15,25.09 FNF AWS 인프라 사용료(웅진),,,29383200.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011065,2025-10-01,2025-10-01,AWS Cloud 비용 Dist 25.09,,,28978021.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011064,2025-10-01,2025-10-01,AWS Cloud 비용 EC-Neo 25.09,,,28738465.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400010971,2025-10-13,2025-10-13,Alibaba Cloud 비용 25.09,,,23499055.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03000,공통_AI 엔지니어링팀,3400011949,2025-10-01,2025-10-01,2025년 9월 AWS 이용료 전표 처리,,,23431728.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011238,2025-10-29,2025-10-29,Datadog 모니터링 비용 - 2025.10,,,21491796.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03200,공통_PI팀,1900000364,2025-10-31,2025-10-31,25.10월_마크비전 연간 서비스 이용료,,,20322419.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011066,2025-10-01,2025-10-01,AWS Cloud 비용 VDI 25.09,,,18966575.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03200,공통_PI팀,1900000368,2025-10-31,2025-10-31,25.10월_브랜드폴더 연간 서비스 이용료,,,11998349.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011124,2025-10-01,2025-10-01,Cloudflare 서비스 정산의 건(10월),,,10670617.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03200,공통_PI팀,1900000364,2025-10-31,2025-10-31,25.10월_세일즈포스 Marketing Cloud 사용료,,,9944585.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011071,2025-10-01,2025-10-01,AWS Cloud 비용 MMP 25.09,,,9708302.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F02900,공통_AX팀,1900000356,2025-10-31,2025-10-31,25.10월_노션 사용료,,,9266986.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,1900000362,2025-10-31,2025-10-31,25.10월_Retool 플랫폼 Enterprise Plan,,,9252331.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03200,공통_PI팀,1900000366,2025-10-31,2025-10-31,25.10월_스마트시트 연간 서비스 이용료,,,8590872.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03200,공통_PI팀,1900000368,2025-10-31,2025-10-31,25.10월_노션 연간 사용료(241025-251024),,,8233174.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011074,2025-10-01,2025-10-01,AWS Cloud 비용 Ent-Bo 25.09,,,7297081.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011060,2025-10-01,2025-10-01,AWS Cloud 비용 S-Box 25.09,,,7097524.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011067,2025-10-01,2025-10-01,AWS Cloud 비용 EC 25.09,,,6790189.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F00800,공통_경영관리팀,3400011146,2025-10-26,2025-10-26,SAC Public Option 사용료2회차,,,6731635.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,1900000365,2025-10-31,2025-10-31,25.10월_Atlassian 서비스 구독,,,6280405.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F02900,공통_AX팀,1900000366,2025-10-31,2025-10-31,25.10월_Varco Art 서비스 이용료,,,5732877.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F03000,공통_AI 엔지니어링팀,1900000361,2025-10-31,2025-10-31,25.10월_스노우플레이크 소프트웨어 크레딧,,,4822081.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F00500,공통_HR팀,1900000370,2025-10-31,2025-10-31,25.10월_마이다스아이티 채용 플랫폼,,,4440380.0,S
202510,IT수수료,IT수수료,55210115,지급수수료_IT사용료,F01300,공통_IT팀,3400011342,2025-10-31,2025-10-31,OCI 클라우드 MSP 비용 -2025.10,,,4408250.0,S
