YYYYMM,계정대분류,계정중분류,G/L 계정,G/L 계정 설명,코스트 센터,코스트센터명,전표 번호,전기일,증빙일,텍스트,거래처명,공급업체,금액_정제,차변/대변지시자
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Enterprise Solution팀||,,,3163520.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00800,공통_경영관리팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_경영관리팀||,,,1630120.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01200,공통_e-BIZ팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_e-BIZ팀||,,,1435100.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04500,공통_통합소싱팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_통합소싱팀||,,,1370000.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00300,공통_총무,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_총무||,,,1334440.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_IT담당||,,,1238020.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01200,공통_e-BIZ팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_e-BIZ팀||,,,1237000.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00600,공통_공간기획팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_공간기획팀||,,,1228700.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_온라인마케팅팀||,,,1007560.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Web Platform팀||,,,990800.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00500,공통_HR팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_HR팀||,,,904500.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01200,공통_e-BIZ팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_e-BIZ팀||,,,868050.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02700,공통_Process담당,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Process담당||,,,723000.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00400,공통_법무팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_법무팀||,,,712120.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01800,공통_소비자전략팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_소비자전략팀||,,,641500.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00200,공통_경영개선팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_경영개선팀||,,,615600.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03300,공통_무역팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_무역팀||,,,579740.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00700,공통_회계팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_회계팀||,,,520700.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00300,공통_총무,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_비서팀||,,,478300.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_DX마케팅팀||,,,447220.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03400,공통_자산관리팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_자산관리팀||,,,405500.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_인플루언서마케팅팀||,,,333100.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02900,공통_AX팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_AX팀||,,,304700.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04400,공통_통합영업팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_통합영업팀||,,,290600.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03000,공통_AI 엔지니어링팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_AI Engineering팀||,,,281400.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03900,공통_퍼포먼스마케팅팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_퍼포먼스마케팅팀||,,,274920.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02300,공통_안전보건팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_안전보건팀||,,,263200.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02400,공통_경영기획팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_경영기획||,,,205600.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_MLB마케팅팀||,,,190600.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Commercial팀||,,,163600.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_해외사업담당||,,,154000.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Enterprise Architecture팀||,,,91720.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02500,공통_자금팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_자금팀||,,,79000.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05000,[CLSD]공통_디지털콘텐츠팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_디지털콘텐츠팀||,,,77000.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_글로벌마케팅팀||,,,39500.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Operation팀||,,,35600.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008056,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_DV/ST마케팅팀||,,,34500.0,S
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_DV/ST마케팅팀||,,,-34500.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Operation팀||,,,-35600.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_글로벌마케팅팀||,,,-39500.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05000,[CLSD]공통_디지털콘텐츠팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_디지털콘텐츠팀||,,,-77000.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02500,공통_자금팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_자금팀||,,,-79000.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Enterprise Architecture팀||,,,-91720.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_해외사업담당||,,,-154000.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04800,공통_해외사업팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Commercial팀||,,,-163600.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_MLB마케팅팀||,,,-190600.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02400,공통_경영기획팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_경영기획||,,,-205600.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02300,공통_안전보건팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_안전보건팀||,,,-263200.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03900,공통_퍼포먼스마케팅팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_퍼포먼스마케팅팀||,,,-274920.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03000,공통_AI 엔지니어링팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_AI Engineering팀||,,,-281400.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04400,공통_통합영업팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_통합영업팀||,,,-290600.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02900,공통_AX팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_AX팀||,,,-304700.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_인플루언서마케팅팀||,,,-333100.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03400,공통_자산관리팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_자산관리팀||,,,-405500.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_DX마케팅팀||,,,-447220.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00300,공통_총무,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_비서팀||,,,-478300.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00700,공통_회계팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_회계팀||,,,-520700.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F03300,공통_무역팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_무역팀||,,,-579740.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00200,공통_경영개선팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_경영개선팀||,,,-615600.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01800,공통_소비자전략팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_소비자전략팀||,,,-641500.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00400,공통_법무팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_법무팀||,,,-712120.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F02700,공통_Process담당,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Process담당||,,,-723000.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01200,공통_e-BIZ팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_e-BIZ팀||,,,-868050.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00500,공통_HR팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_HR팀||,,,-904500.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Web Platform팀||,,,-990800.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F05100,공통_마케팅본부,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_온라인마케팅팀||,,,-1007560.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00600,공통_공간기획팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_공간기획팀||,,,-1228700.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01200,공통_e-BIZ팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_e-BIZ팀||,,,-1237000.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_IT담당||,,,-1238020.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00300,공통_총무,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_총무||,,,-1334440.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F04500,공통_통합소싱팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_통합소싱팀||,,,-1370000.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01200,공통_e-BIZ팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_e-BIZ팀||,,,-1435100.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F00800,공통_경영관리팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_경영관리팀||,,,-1630120.0,H
202512,직원경비,복리후생비,55010127,복리후생비_직원구매,F01300,공통_IT팀,3200008095,2025-12-31,2025-12-31,25.12월 임직원 직원구매_공통_Enterprise Solution팀||,,,-3163520.0,H
